datetime_jst,timestamp,open,high,low,close,volume,datetime
2022-04-19 09:00:00,1650326400000.0,27096.490234375,27100.58984375,26777.7109375,26985.08984375,60500000.0,2022-04-19
2022-04-20 09:00:00,1650412800000.0,27210.7890625,27389.83984375,27066.1796875,27217.849609375,72300000.0,2022-04-20
2022-04-21 09:00:00,1650499200000.0,27259.140625,27580.640625,27252.830078125,27553.060546875,62300000.0,2022-04-21
2022-04-22 09:00:00,1650585600000.0,27197.80078125,27205.830078125,26904.380859375,27105.259765625,58500000.0,2022-04-22
2022-04-25 09:00:00,1650844800000.0,26692.48046875,26764.48046875,26487.83984375,26590.779296875,62700000.0,2022-04-25
2022-04-26 09:00:00,1650931200000.0,26743.2109375,26808.990234375,26592.990234375,26700.109375,64300000.0,2022-04-26
2022-04-27 09:00:00,1651017600000.0,26313.140625,26406.619140625,26051.0390625,26386.630859375,97300000.0,2022-04-27
2022-04-28 09:00:00,1651104000000.0,26430.279296875,26876.94921875,26348.359375,26847.900390625,86700000.0,2022-04-28
2022-05-02 09:00:00,1651449600000.0,26851.099609375,26964.58984375,26610.859375,26818.529296875,74500000.0,2022-05-02
2022-05-06 09:00:00,1651795200000.0,26784.2890625,27072.58984375,26543.2890625,27003.560546875,98500000.0,2022-05-06
2022-05-09 09:00:00,1652054400000.0,26705.3203125,26732.609375,26309.220703125,26319.33984375,79500000.0,2022-05-09
2022-05-10 09:00:00,1652140800000.0,26149.060546875,26246.630859375,25773.830078125,26167.099609375,80800000.0,2022-05-10
2022-05-11 09:00:00,1652227200000.0,26045.380859375,26290.619140625,26003.259765625,26213.640625,85900000.0,2022-05-11
2022-05-12 09:00:00,1652313600000.0,25945.0390625,26028.359375,25688.109375,25748.720703125,91200000.0,2022-05-12
2022-05-13 09:00:00,1652400000000.0,25918.80078125,26479.9296875,25904.400390625,26427.650390625,103800000.0,2022-05-13
2022-05-16 09:00:00,1652659200000.0,26753.369140625,26836.9609375,26438.609375,26547.05078125,87000000.0,2022-05-16
2022-05-17 09:00:00,1652745600000.0,26555.23046875,26709.259765625,26440.619140625,26659.75,78900000.0,2022-05-17
2022-05-18 09:00:00,1652832000000.0,26826.8203125,27053.1796875,26741.33984375,26911.19921875,74700000.0,2022-05-18
2022-05-19 09:00:00,1652918400000.0,26435.3203125,26458.849609375,26150.08984375,26402.83984375,74500000.0,2022-05-19
2022-05-20 09:00:00,1653004800000.0,26448.23046875,26769.19921875,26426.990234375,26739.029296875,76300000.0,2022-05-20
2022-05-23 09:00:00,1653264000000.0,26991.419921875,27047.470703125,26832.650390625,27001.51953125,65000000.0,2022-05-23
2022-05-24 09:00:00,1653350400000.0,27005.4296875,27005.4296875,26736.009765625,26748.140625,67400000.0,2022-05-24
2022-05-25 09:00:00,1653436800000.0,26711.529296875,26795.890625,26578.029296875,26677.80078125,72300000.0,2022-05-25
2022-05-26 09:00:00,1653523200000.0,26685.01953125,26898.75,26597.970703125,26604.83984375,64500000.0,2022-05-26
2022-05-27 09:00:00,1653609600000.0,26947.80078125,26996.69921875,26731.599609375,26781.6796875,69300000.0,2022-05-27
2022-05-30 09:00:00,1653868800000.0,27092.8203125,27401.240234375,27057.19921875,27369.4296875,97000000.0,2022-05-30
2022-05-31 09:00:00,1653955200000.0,27318.08984375,27463.330078125,27250.69921875,27279.80078125,141800000.0,2022-05-31
2022-06-01 09:00:00,1654041600000.0,27295.630859375,27482.310546875,27295.419921875,27457.890625,75800000.0,2022-06-01
2022-06-02 09:00:00,1654128000000.0,27340.51953125,27450.470703125,27251.240234375,27413.880859375,63600000.0,2022-06-02
2022-06-03 09:00:00,1654214400000.0,27660.619140625,27776.330078125,27614.859375,27761.5703125,63700000.0,2022-06-03
2022-06-06 09:00:00,1654473600000.0,27549.640625,27979.5390625,27523.94921875,27915.890625,56800000.0,2022-06-06
2022-06-07 09:00:00,1654560000000.0,27984.7890625,28094.73046875,27863.380859375,27943.94921875,68300000.0,2022-06-07
2022-06-08 09:00:00,1654646400000.0,28100.259765625,28234.2890625,28089.779296875,28234.2890625,78700000.0,2022-06-08
2022-06-09 09:00:00,1654732800000.0,28189.349609375,28389.75,28189.349609375,28246.529296875,80300000.0,2022-06-09
2022-06-10 09:00:00,1654819200000.0,27996.349609375,28044.44921875,27795.169921875,27824.2890625,79700000.0,2022-06-10
2022-06-13 09:00:00,1655078400000.0,27369.66015625,27389.30078125,26948.220703125,26987.439453125,71400000.0,2022-06-13
2022-06-14 09:00:00,1655164800000.0,26555.75,26657.919921875,26357.900390625,26629.859375,75000000.0,2022-06-14
2022-06-15 09:00:00,1655251200000.0,26625.6796875,26638.759765625,26321.6796875,26326.16015625,72700000.0,2022-06-15
